formatted_address,province,city,district,adcode,lng,lat,Name,keyword,lng_wgs84,lat_wgs84,height,location,Rate,备注
江苏省淮安市清江浦区古淮河文化生态景区,江苏省,HA,清江浦区,320812,119.090455,33.61095,淮安古淮河文化生态景区,古淮河,119.084825,33.6122053,6,"119.090455,33.61095",4A,
江苏省淮安市盱眙县军军部纪念馆,江苏省,HA,盱眙县,320830,118.750159,32.88605,盱眙黄花塘新四军军部纪念馆,黄花塘,118.7448554,32.88793481,39,"118.750159,32.88605",4A,
江苏省淮安市淮安区淮安府署,江苏省,HA,淮安区,320803,119.14577,33.51078,淮安府署景区,淮安府署,119.1401974,33.51211805,9,"119.14577,33.51078",4A,
江苏省盐城市亭湖区新四军纪念馆,江苏省,YC,亭湖区,320902,120.161567,33.38966,盐城新四军纪念馆,盐城新四军,120.1566139,33.39107054,2,"120.161567,33.38966",4A,
江苏省扬州市广陵区茱萸湾风景区,江苏省,YZ,广陵区,321002,119.488737,32.43316,扬州茱萸湾风景区,茱萸湾,119.483455,32.43518349,15,"119.488737,32.43316",4A,
江苏省镇江市润州区历史文化街区,江苏省,ZJ,润州区,321111,119.430351,32.21548,镇江西津渡历史文化街区,西津渡,119.4249114,32.21736793,9,"119.430351,32.21548",4A,
江苏省泰州市姜堰区溱潼,江苏省,TZ,姜堰区,321204,120.083139,32.64218,姜堰溱潼古镇旅游区,溱潼,120.0781093,32.64399341,2,"120.083139,32.64218",4A,
江苏省南京市鼓楼区森林动物园,江苏省,NJ,鼓楼区,320106,118.799327,32.09528,南京红山森林动物园,红山,118.7941445,32.09736694,14,"118.799327,32.09528",4A,
江苏省南京市高淳区高淳老街,江苏省,NJ,高淳区,320118,118.869265,31.31952,南京高淳老街历史文化景区,高淳老街,118.8642867,31.3217043,17,"118.869265,31.31952",4A,
江苏省无锡市新吴区鸿山泰伯景区,江苏省,WX,新吴区,320214,120.488323,31.5492,无锡鸿山泰伯景区,泰伯,120.4838395,31.55110807,12,"120.488323,31.5492",4A,
江苏省无锡市宜兴市宜兴,江苏省,WX,宜兴市,320282,119.783866,31.251112,宜兴张公洞旅游景区,张公洞,119.7789385,31.253168,61,"119.783866,31.251112",4A,
江苏省徐州市新沂市新沂,江苏省,XZ,新沂市,320381,118.07264,34.176728,新沂窑湾古镇景区,窑湾,118.0668263,34.1778644,28,"118.07264,34.176728",4A,
江苏省常州市武进区环球动漫嬉戏谷,江苏省,CZ,武进区,320412,120.047263,31.50044,常州环球动漫嬉戏谷,嬉戏谷,120.0423663,31.50226701,13,"120.047263,31.50044",4A,
江苏省苏州市吴中区太湖旅游区,江苏省,SZ,吴中区,320506,120.444477,31.218901,苏州吴中太湖旅游区,吴中太湖,120.4398737,31.2207957,3,"120.444477,31.218901",5A,
江苏省苏州市太仓市现代农业园,江苏省,SZ,太仓市,320585,121.174596,31.54613,太仓现代农业园,太仓现代农业,121.1700504,31.54797393,1,"121.174596,31.54613",4A,
江苏省南通市如皋市水绘园景区,江苏省,NT,如皋市,320682,120.570074,32.3953,如皋水绘园景区,水绘园,120.565785,32.39751136,8,"120.570074,32.3953",4A,
江苏省南通市海门市国际家纺馆家纺产业旅游区,江苏省,NT,海门市,320684,121.083578,31.96522,海门叠石桥国际家纺馆・家纺产业旅游区,家纺,121.0789049,31.96701913,5,"121.083578,31.96522",4A,
江苏省南通市如皋市中国工农红军第十四军纪念馆,江苏省,NT,如皋市,320682,120.592057,32.38616,如皋中国工农红军第十四军纪念馆,第十四军,120.5877942,32.38838819,5,"120.592057,32.38616",4A,
江苏省连云港市灌云县大伊山风景区,江苏省,LYG,灌云县,320723,119.23893,34.31355,灌云大伊山风景区,大伊山,119.2334434,34.31478062,134,"119.23893,34.31355",4A,
江苏省连云港市,江苏省,LYG,list(),320700,118.680306,34.602567,连云港东海羽泉景区,羽泉,118.6749294,34.60369984,37,"118.680306,34.602567",NA,被撤销等级
江苏省淮安市淮安区中国漕运博物馆,江苏省,HA,淮安区,320803,119.145023,33.50713,淮安中国漕运博物馆景区,漕运,119.1394493,33.50846852,12,"119.145023,33.50713",4A,
江苏省扬州市广陵区历史文化旅游区,江苏省,YZ,广陵区,321002,119.452683,32.39793,扬州东关历史文化旅游区,东关,119.4472786,32.39986243,9,"119.452683,32.39793",4A,
江苏省镇江市京口区焦山,江苏省,ZJ,京口区,321102,119.484063,32.23905,镇江金山・焦山・北固山景区,金山焦山北固山,119.4787813,32.24105949,52,"119.484063,32.23905",5A,
江苏省镇江市丹徒区中国醋文化博物馆,江苏省,ZJ,丹徒区,321112,119.479579,32.10376,镇江中国醋文化博物馆,醋文化,119.474293,32.10573489,20,"119.479579,32.10376",4A,
江苏省宿迁市泗阳县杨树博物馆,江苏省,SQ,泗阳县,321323,118.689791,33.68025,泗阳杨树博物馆,杨树,118.6844852,33.68173321,24,"118.689791,33.68025",4A,
江苏省宿迁市宿豫区湖滨公园,江苏省,SQ,宿豫区,321311,118.272683,34.05282,宿迁湖滨公园景区,宿迁湖滨公园,118.2671697,34.05414891,23,"118.272683,34.05282",4A,
江苏省苏州市常熟市沙家浜,江苏省,SZ,常熟市,320581,120.798127,31.548807,苏州沙家浜・虞山尚湖旅游区,沙家浜虞山尚湖,120.7937874,31.5507862,4,"120.798127,31.548807",5A,
江苏省南京市浦口区珍珠泉风景区,江苏省,NJ,浦口区,320111,118.663018,32.124457,南京珍珠泉风景区,珍珠泉,118.6579184,32.12662032,27,"118.663018,32.124457",4A,
江苏省无锡市新吴区中华赏石园,江苏省,WX,新吴区,320214,120.509633,31.50247,无锡中华赏石园景区,赏石园,120.5052367,31.5044474,9,"120.509633,31.50247",4A,
江苏省徐州市鼓楼区龟山景区,江苏省,XZ,鼓楼区,320302,117.138295,34.30726,徐州龟山景区,龟山,117.1324407,34.30837989,54,"117.138295,34.30726",4A,
江苏省苏州市吴中区天平山景区,江苏省,SZ,吴中区,320506,120.502977,31.28774,苏州天平山景区,天平山,120.4985728,31.28975779,45,"120.502977,31.28774",4A,
江苏省苏州市虎丘区石湖景区,江苏省,SZ,虎丘区,320505,120.598128,31.24293,苏州石湖景区,石湖,120.5939625,31.2451417,8,"120.598128,31.24293",4A,
江苏省苏州市虎丘区中国刺绣艺术馆,江苏省,SZ,虎丘区,320505,120.345241,31.33452,苏州中国刺绣艺术馆,刺绣,120.3405951,31.33638727,8,"120.345241,31.33452",4A,
江苏省连云港市,江苏省,LYG,list(),320700,119.225581,34.593995,连云港革命历史纪念馆,连云港革命,119.2200543,34.59503584,2,"119.225581,34.593995",4A,
江苏省盐城市阜宁县金沙湖旅游区,江苏省,YC,阜宁县,320923,119.80316,33.71892,阜宁金沙湖旅游区,金沙湖,119.7980526,33.72036032,0,"119.80316,33.71892",4A,
江苏省徐州市云龙区徐州博物馆,江苏省,XZ,云龙区,320303,117.186093,34.25058,徐州市博物馆,徐州市博物馆,117.1803229,34.25180861,41,"117.186093,34.25058",4A,
江苏省徐州市贾汪区蟠桃佛教文化景区,江苏省,XZ,贾汪区,320305,117.266537,34.29538,徐州蟠桃山佛教文化景区,蟠桃山,117.2608008,34.29665088,61,"117.266537,34.29538",4A,
江苏省连云港市,江苏省,LYG,list(),320700,119.427938,34.704747,连云港海上云台山景区,海上云台山,119.4222428,34.70552606,35,"119.427938,34.704747",4A,
江苏省淮安市淮安区吴承恩故居,江苏省,HA,淮安区,320803,119.138706,33.52792,淮安吴承恩故居景区,吴承恩,119.1331188,33.52923949,7,"119.138706,33.52792",4A,
江苏省南京市溧水区白马村,江苏省,NJ,溧水区,320117,119.188863,31.56939,南京白马如意文化艺术中心（周园）,白马如意,119.1835703,31.57128865,24,"119.188863,31.56939",4A,
江苏省南京市玄武区南京博物院,江苏省,NJ,玄武区,320102,118.825147,32.04078,南京博物院,南京博物院,118.8200211,32.04290069,19,"118.825147,32.04078",4A,
江苏省无锡市梁溪区景区,江苏省,WX,梁溪区,320213,120.30899,31.56656,无锡南禅寺景区,南禅寺,120.304379,31.56844564,10,"120.30899,31.56656",4A,
江苏省无锡市梁溪区古运河景区,江苏省,WX,梁溪区,320213,120.311399,31.56211,无锡清名桥古运河景区,清名桥,120.306785,31.56399165,9,"120.311399,31.56211",4A,
江苏省无锡市宜兴市中国宜兴陶瓷博物馆,江苏省,WX,宜兴市,320282,119.830582,31.25941,宜兴陶瓷博物馆,陶瓷,119.8257824,31.26153964,20,"119.830582,31.25941",4A,
江苏省无锡市宜兴市宜兴,江苏省,WX,宜兴市,320282,119.586753,31.238585,宜兴云湖旅游景区,云湖,119.5818805,31.24081092,110,"119.586753,31.238585",4A,
江苏省无锡市锡山区荡口古镇景区,江苏省,WX,锡山区,320205,120.553211,31.52528,无锡荡口古镇景区,荡口,120.5489583,31.52736552,10,"120.553211,31.52528",4A,
江苏省无锡市惠山区桃花源景区,江苏省,WX,惠山区,320206,120.106222,31.59423,无锡阳山桃花源景区,桃花源,120.1013043,31.59599243,5,"120.106222,31.59423",4A,
江苏省徐州市沛县沛县汉城景区,江苏省,XZ,沛县,320322,116.929501,34.72997,沛县汉城景区,汉城,116.9241108,34.73110791,33,"116.929501,34.72997",NA,被撤销4A等级
江苏省徐州市贾汪区潘安湖湿地公园,江苏省,XZ,贾汪区,320305,117.35548,34.3579,徐州潘安湖湿地公园,潘安湖,117.3495387,34.3590009,28,"117.35548,34.3579",4A,
江苏省徐州市贾汪区大洞山景区,江苏省,XZ,贾汪区,320305,117.513215,34.415233,徐州大洞山景区,大洞山,117.5074602,34.41648232,330,"117.513215,34.415233",4A,
江苏省徐州市沛县微山湖千岛湿地,江苏省,XZ,沛县,320322,116.974424,34.81889,沛县微山湖千岛湿地景区,微山湖,116.9688858,34.81984314,38,"116.974424,34.81889",4A,
江苏省徐州市泉山区徐州乐园,江苏省,XZ,泉山区,320311,117.124951,34.227724,徐州乐园,徐州乐园,117.1190917,34.22886001,33,"117.124951,34.227724",4A,
江苏省常州市钟楼区南大街,江苏省,CZ,钟楼区,320404,119.953246,31.77493,常州南大街休闲旅游区,南大街,119.9485409,31.77701703,8,"119.953246,31.77493",4A,
江苏省常州市武进区中华,江苏省,CZ,武进区,320412,120.070366,31.476667,常州中华孝道园,中华孝道,120.0654457,31.47845817,14,"120.070366,31.476667",4A,
江苏省苏州市吴江区震泽,江苏省,SZ,吴江区,320509,120.509538,30.91235,吴江震泽古镇,震泽,120.5051904,30.91458843,9,"120.509538,30.91235",4A,
江苏省苏州市张家港市香山风景区,江苏省,SZ,张家港市,320582,120.394318,31.92982,张家港香山风景区,香山,120.3895816,31.93161849,100,"120.394318,31.92982",4A,
江苏省苏州市吴中区光福景区,江苏省,SZ,吴中区,320506,120.371254,31.28717,苏州光福景区,光福,120.3665817,31.28901517,9,"120.371254,31.28717",4A,
江苏省苏州市张家港市张家港,江苏省,SZ,张家港市,320582,120.717812,31.842377,张家港永联景区,永联,120.7134208,31.84435506,0,"120.717812,31.842377",4A,
江苏省南通市海安县江淮文化园,江苏省,NT,海安县,320621,120.463629,32.55683,海安江淮文化园,江淮文化,120.4589666,32.55874345,2,"120.463629,32.55683",4A,
江苏省连云港市灌南县神文化遗迹公园,江苏省,LYG,灌南县,320724,119.332767,34.11705,灌南二郎神文化遗迹公园,二郎神,119.3271903,34.11825013,3,"119.332767,34.11705",4A,
江苏省连云港市海州区桃花涧景区,江苏省,LYG,海州区,320706,119.147292,34.54802,连云港桃花涧景区,桃花涧,119.1416156,34.54897117,296,"119.147292,34.54802",4A,
江苏省淮安市清江浦区文化长廊,江苏省,HA,清江浦区,320812,119.0398,33.59085,淮安里运河文化长廊景区,里运河,119.0342629,33.59218589,15,"119.0398,33.59085",4A,
江苏省盐城市射阳县息心寺,江苏省,YC,射阳县,320924,120.342161,33.78861,射阳息心寺景区,息心寺,120.3372979,33.78985285,7,"120.342161,33.78861",4A,
江苏省盐城市东台市旅游文化景区,江苏省,YC,东台市,320981,120.28873,32.83547,东台西溪旅游文化景区,西溪,120.2840301,32.83733433,2,"120.28873,32.83547",4A,
江苏省镇江市丹徒区中国米芾书法公园,江苏省,ZJ,丹徒区,321112,119.387557,32.126459,镇江中国米芾书法公园,米芾,119.3820978,32.12831971,79,"119.387557,32.126459",4A,
江苏省泰州市兴化市水上森林景区,江苏省,TZ,兴化市,321281,119.73287,33.02966,兴化李中水上森林景区,水上森林,119.7277217,33.0314362,0,"119.73287,33.02966",4A,
江苏省泰州市海陵区天德湖公园,江苏省,TZ,海陵区,321202,119.922808,32.42292,泰州天德湖公园,天德湖,119.9180748,32.42514702,7,"119.922808,32.42292",4A,
江苏省泰州市兴化市郑板桥,江苏省,TZ,兴化市,321281,119.844227,32.93507,兴化郑板桥范仲淹纪念馆,郑板桥,119.8393182,32.93702874,8,"119.844227,32.93507",4A,
江苏省泰州市姜堰区姜堰,江苏省,TZ,姜堰区,321204,120.151957,32.509198,姜堰古罗塘文化旅游景区,古罗塘,120.1470572,32.51110084,7,"120.151957,32.509198",4A,
江苏省宿迁市宿城区项王故里,江苏省,SQ,宿城区,321302,118.301921,33.9376,宿迁项王故里,项王故里,118.2963864,33.93891752,19,"118.301921,33.9376",4A,
江苏省南京市高淳区游子山,江苏省,NJ,高淳区,320118,119.02154,31.34982,南京游子山休闲旅游区,游子山,119.0162765,31.35176422,41,"119.02154,31.34982",4A,
江苏省无锡市,江苏省,WX,list(),320200,120.277052,31.469386,无锡华莱坞影都,华莱坞,120.27248,31.47132997,10,"120.277052,31.469386",4A,
江苏省徐州市,江苏省,XZ,list(),320300,117.5578,34.447129,徐州督公湖旅游区,督公湖,117.5521733,34.44846759,51,"117.5578,34.447129",4A,
江苏省徐州市睢宁县睢宁,江苏省,XZ,睢宁县,320324,117.893957,33.923997,睢宁水月禅寺景区,水月禅寺,117.888509,33.92555498,24,"117.893957,33.923997",4A,
江苏省徐州市铜山区吕梁悬水湖景区,江苏省,XZ,铜山区,320312,117.482042,34.15774,徐州悬水湖景区,悬水湖,117.4762044,34.15901008,43,"117.482042,34.15774",4A,
江苏省常州市溧阳市新四军江南指挥部纪念馆,江苏省,CZ,溧阳市,320481,119.343019,31.50773,溧阳市新四军江南指挥部纪念馆,江南指挥部,119.3376769,31.50957316,4,"119.343019,31.50773",4A,
江苏省苏州市吴中区天池山景区,江苏省,SZ,吴中区,320506,120.481128,31.29471,苏州天池山景区,天池山,120.4766386,31.29666022,132,"120.481128,31.29471",4A,
江苏省苏州市太仓市沙溪,江苏省,SZ,太仓市,320585,121.070907,31.55699,太仓沙溪古镇,沙溪,121.066286,31.55875485,3,"121.070907,31.55699",4A,
江苏省苏州市常熟市聚沙公园,江苏省,SZ,常熟市,320581,120.877648,31.70541,常熟梅李聚沙公园,梅李聚沙,120.8734441,31.70751998,12,"120.877648,31.70541",4A,
江苏省南通市崇川区啬园,江苏省,NT,崇川区,320602,120.908403,31.96615,南通啬园景区,啬园,120.9041872,31.96831681,4,"120.908403,31.96615",4A,
江苏省连云港市东海县中国东海水晶博物馆,江苏省,LYG,东海县,320722,118.740161,34.53884,东海水晶文化旅游区,水晶文化,118.7346968,34.53994623,16,"118.740161,34.53884",4A,
江苏省淮安市,江苏省,HA,list(),320800,119.149765,33.514983,淮安周恩来故里景区,周恩来故里,119.1441998,33.51632574,4,"119.149765,33.514983",5A,
江苏省扬州市仪征市新四,江苏省,HA,涟水县,321081,118.9743,33.808995,新四军刘老庄连纪念园,刘老庄,118.9689726,33.81045212,8,"118.9743,33.808995",4A,
江苏省淮安市洪泽区古堰景区,江苏省,HA,洪泽区,320813,118.83515,33.282657,淮安洪泽湖古堰景区,古堰,118.8299292,33.28437551,20,"118.83515,33.282657",4A,
江苏省盐城市大丰区港海洋世界,江苏省,YC,大丰区,320904,120.725786,33.223582,大丰港海洋世界,大丰港海洋世界,120.7212651,33.22521121,2,"120.725786,33.223582",4A,
江苏省盐城市大丰区荷兰花海景区,江苏省,YC,大丰区,320904,120.434143,33.26679,大丰荷兰花海景区,荷兰花海,120.4293321,33.26822241,2,"120.434143,33.26679",4A,
江苏省扬州市高邮市高邮市盂城驿景区,江苏省,YZ,高邮市,321084,119.438123,32.77077,高邮盂城驿景区,盂城驿,119.4326451,32.77255669,8,"119.438123,32.77077",4A,
江苏省泰州市,江苏省,TZ,list(),321200,119.978017,32.551332,泰州秋雪湖生态景区,秋雪湖,119.9731912,32.55342311,1,"119.978017,32.551332",4A,
江苏省宿迁市宿豫区龙王庙,江苏省,SQ,宿豫区,321311,118.119374,34.03225,宿迁龙王庙行宫,龙王庙,118.1135929,34.03342069,27,"118.119374,34.03225",4A,
江苏省宿迁市宿城区洋河酒厂,江苏省,SQ,宿城区,321302,118.375565,33.776712,宿迁洋河酒厂文化旅游区,洋河,118.3699246,33.77794158,20,"118.375565,33.776712",4A,
江苏省宿迁市宿豫区三台山森林公园,江苏省,SQ,宿豫区,321311,118.321941,34.03339,宿迁三台山森林公园,三台山,118.3163615,34.03464983,42,"118.321941,34.03339",4A,
江苏省南京市高淳区国际慢城,江苏省,NJ,高淳区,320118,119.075929,31.382557,南京高淳国际慢城,国际慢城,119.0705283,31.38437948,56,"119.075929,31.382557",4A,
江苏省南京市六合区金牛湖景区,江苏省,NJ,六合区,320116,118.968617,32.469903,南京金牛湖景区,金牛湖,118.963437,32.47205403,62,"118.968617,32.469903",4A,
江苏省南京市江宁区汤山紫清湖旅游区,江苏省,NJ,江宁区,320115,119.035014,32.06334,南京紫清湖旅游区,紫清湖,119.0296403,32.06527387,79,"119.035014,32.06334",4A,
江苏省南京市江宁区文化旅游区,江苏省,NJ,江宁区,320115,118.757727,31.9101,南京牛首山文化旅游区,牛首山,118.7525159,31.91210444,23,"118.757727,31.9101",4A,
江苏省无锡市滨湖区阖闾城遗址博物馆,江苏省,WX,滨湖区,320211,120.135172,31.51203,无锡阖闾城遗址博物馆,阖闾城,120.1303168,31.51382515,24,"120.135172,31.51203",4A,
江苏省徐州市,江苏省,XZ,list(),320300,117.505118,34.439674,徐州凤鸣海景区,凤鸣海,117.499332,34.44088443,52,"117.505118,34.439674",4A,
江苏省苏州市张家港市暨阳湖生态旅游区,江苏省,SZ,张家港市,320582,120.543961,31.84287,张家港暨阳湖生态旅游区,暨阳湖,120.5396562,31.84495324,9,"120.543961,31.84287",4A,
江苏省苏州市,江苏省,SZ,list(),320500,120.583397,31.131201,苏州湾黄金湖岸旅游区,黄金湖岸,120.5792314,31.13346369,3,"120.583397,31.131201",4A,
江苏省南京市浦口区国家森林公园,江苏省,SZ,高新区,320111,120.464702,31.343971,江苏大阳山国家森林公园,大阳山,120.4601493,31.34585862,234,"120.464702,31.343971",4A,
江苏省淮安市涟水县五岛湖,江苏省,HA,涟水县,320826,119.26373,33.766445,涟水五岛湖旅游区,五岛湖,119.2582991,33.76782904,9,"119.26373,33.766445",4A,
江苏省盐城市射阳县丹顶鹤,江苏省,YC,射阳县,320924,120.503723,33.604079,盐城丹顶鹤湿地生态旅游区,丹顶鹤,120.4991191,33.6055079,0,"120.503723,33.604079",4A,
江苏省盐城市东台市黄海森林公园,江苏省,YC,东台市,320981,120.83439,32.87245,江苏东台黄海森林公园景区,黄海森林,120.8300121,32.87441556,1,"120.83439,32.87245",4A,
江苏省扬州市,江苏省,YZ,list(),321000,119.427459,32.416243,扬州宋夹城景区,宋夹城,119.421995,32.41813242,9,"119.427459,32.416243",4A,
江苏省南京市鼓楼区郑和茶博园,江苏省,ZJ,句容市,320106,119.264435,31.924049,江苏茶博园,茶博园,119.2591815,31.92604362,40,"119.264435,31.924049",4A,
江苏省泰州市高港区口岸雕花楼景区,江苏省,TZ,高港区,321203,119.877781,32.30305,泰州口岸雕花楼景区,雕花楼,119.8730159,32.30527859,5,"119.877781,32.30305",4A,
江苏省宿迁市泗阳县妈祖文化园,江苏省,SQ,泗阳县,321323,118.69468,33.69665,泗阳妈祖文化园,妈祖文化,118.6893624,33.69811954,15,"118.69468,33.69665",4A,
江苏省连云港市东海县东海,江苏省,LYG,东海县,320722,118.740335,34.538953,东海水晶文化旅游区,水晶文化,118.7348707,34.54005908,17,"118.740335,34.538953",4A,
江苏省盐城市大丰区大丰,江苏省,YC,大丰区,320904,120.600289,33.250784,大丰上海知青纪念馆,上海知青,120.5959545,33.25257119,3,"120.600289,33.250784",4A,
江苏省无锡市江阴市江苏学政文化旅游区,江苏省,WX,江阴市,320281,120.272144,31.90771,江阴江苏学政文化旅游区,江苏学政,120.2675357,31.90968017,4,"120.272144,31.90771",4A,
江苏省,江苏省,NJ,秦淮区,320104,118.780991,32.009163,南京大报恩寺遗址公园,大报恩寺,118.7757886,32.01120623,NA,"118.780991,32.009163",4A,
江苏省,江苏省,XZ,云龙区,320303,117.190473,34.254738,徐州户部山古民居,户部山,117.1847098,34.25597274,NA,"117.190473,34.254738",4A,
江苏省,江苏省,CZ,金坛区,320413,119.340979,31.765179,常州东方盐湖城・道天下景区,东方盐湖城,119.3356168,31.76702806,NA,"119.340979,31.765179",4A,
江苏省,江苏省,LYG,东海县,320722,118.723022,34.528568,东海西双湖景区,西双湖,118.7175737,34.52969391,NA,"118.723022,34.528568",4A,
江苏省,江苏省,HA,金湖县,320831,119.235756,32.857828,金湖荷花荡景区,金湖荷花荡,119.2304121,32.85971899,NA,"119.235756,32.857828",4A,
江苏省,江苏省,HA,涟水县,320826,119.192629,34.013929,涟水今世缘旅游景区,今世缘,119.187107,34.0152048,NA,"119.192629,34.013929",4A,
江苏省,江苏省,YC,list(),320900,120.424191,33.227294,盐城梅花湾景区,梅花湾,120.4193643,33.22874068,NA,"120.424191,33.227294",4A,
江苏省,江苏省,YZ,广陵区,321002,119.430471,32.424763,扬州汉陵苑景区,汉陵苑,119.4250114,32.42665514,NA,"119.430471,32.424763",4A,
江苏省,江苏省,YZ,广陵区,321002,119.519712,32.408301,扬州马可波罗花世界,马可波罗花世界,119.5145546,32.41041885,NA,"119.519712,32.408301",4A,
江苏省,江苏省,TZ,list(),321200,119.913674,32.496791,泰州稻河景区,稻河,119.9089339,32.49901344,NA,"119.913674,32.496791",4A,
江苏省,江苏省,SQ,泗洪县,321324,118.185512,33.218569,宿迁双沟酒文化旅游区,双沟,118.1799727,33.22016434,NA,"118.185512,33.218569",4A,
